Topic-0
cord,0.040494302542583294,14563,,case,0.08522403987116103,8219,,plastic,0.04207857344061517,2406,,case,0.029999445475120522,9676
thi,0.018956227163726514,6905,,cabl,0.05846319790436396,5738,,head,0.035365470727466285,2177,,cabl,0.019820243820560832,5878
like,0.01803550912347424,6387,,come,0.030651988709991574,2672,,pad,0.029549617347375833,1783,,plastic,0.015301967055449332,3906
wire,0.01674728382098405,6034,,carri,0.02579863137141385,2530,,headband,0.025559737302324484,1565,,head,0.014053886083916983,4384
use,0.0167228088294997,5687,,hous,0.018557495648800052,1750,,broke,0.023423506729545976,1404,,cord,0.013498429875624792,14563
one,0.01488623865542254,5374,,fit,0.018540039485545792,1969,,month,0.019196781088966865,1199,,come,0.011614080885515807,4317
get,0.013180536371768444,4572,,size,0.018080217324007913,1754,,part,0.016225055026133427,1056,,pad,0.009850472998469181,1783
around,0.012656586979833528,4694,,bag,0.017362143520597874,1619,,break,0.015482360879658978,929,,fit,0.008772294521220959,4771
littl,0.011554962842969474,4079,,plug,0.015671615878815874,1620,,band,0.015096684916039316,972,,carri,0.008599664427627267,2530
onli,0.010194657064374413,3461,,small,0.015149883952173813,1232,,piec,0.014802723668225612,918,,headband,0.008521238875911798,1565
veri,0.010090658355485352,3579,,includ,0.013360924084583607,1247,,speaker,0.013082990338808336,771,,wire,0.008204697406291511,6453
wa,0.009633297149721288,3405,,extra,0.01264203244295665,1225,,apart,0.012367280091570535,701,,hous,0.007878770784517828,3562
long,0.009027294193111945,3185,,also,0.012247861530129403,1107,,metal,0.012364682338703841,743,,broke,0.0078079666555739774,1405
cover,0.008937060012419677,3298,,protect,0.011175290209829264,1131,,cup,0.012254838060889797,695,,size,0.0066086045207041895,2381
make,0.008511902774931879,3041,,well,0.011112965069335446,954,,back,0.012080430646469544,663,,plug,0.006505495491094502,3012
would,0.008295687524379824,3183,,ipod,0.010975775224436655,1031,,snap,0.011839877814981581,695,,also,0.006474769802649291,3725
design,0.00807633464009903,2905,,tangl,0.010962153377367697,956,,tape,0.011256561238425505,632,,part,0.006473004968293025,2123
doe,0.00778185763842443,2693,,packag,0.010039214534208508,982,,start,0.010643110224235032,634,,month,0.006399587871852598,1199
fit,0.0077765932810361215,2802,,fold,0.009580715430898595,1016,,crack,0.00982011288641229,584,,cover,0.006376312497997185,3822
thing,0.0074584612233626855,2545,,adapt,0.009573618448833577,880,,cover,0.009769476748407674,483,,thi,0.0063188673884077865,6905
put,0.007337256280364706,2682,,insid,0.009148838867226035,873,,first,0.00928735839229462,616,,piec,0.006201950797892419,2191
right,0.007336992953023791,2692,,color,0.009110598895405664,896,,insid,0.009147460258011653,527,,small,0.006124762367475195,2587
also,0.007174851417029797,2618,,travel,0.008788571506977972,810,,year,0.009126837780013147,500,,insid,0.006098789639325586,1400
ha,0.00711772901000492,2516,,black,0.008534489568137675,751,,fix,0.008710686979974092,577,,like,0.006011982441007764,6387
rubber,0.007057035940184983,2487,,differ,0.008330036334232798,797,,foam,0.00861742474038672,615,,bag,0.006000390467941742,1869
way,0.006980867301758801,2540,,find,0.008238467678603818,759,,side,0.007951619133557124,551,,break,0.005903026006576153,1752
becaus,0.006908339949713481,2210,,perfect,0.00808272116035044,720,,last,0.007951572373888627,522,,use,0.005575551006661895,5687
head,0.006795719765612249,2207,,zipper,0.007903918402306823,634,,wire,0.007863536576486644,418,,band,0.005469773858778481,1348
side,0.0062772062247907125,2099,,store,0.0077646563802214975,761,,broken,0.007700613413539297,459,,metal,0.005441948792885195,1134
easili,0.006114027007408484,2203,,pouch,0.007501464213304685,701,,top,0.0076202037785849915,430,,tangl,0.005407810305305684,2953
bit,0.006082855035545081,2127,,want,0.0070393492398141,602,,made,0.0076175196774662364,337,,back,0.005096133727545851,1729
seem,0.006044233208438655,2021,,need,0.007011249253634358,530,,replac,0.007591760753687487,450,,well,0.00499044059498602,2386
look,0.00600722634683373,2158,,easi,0.006832790289818362,742,,construct,0.007527353076442156,459,,one,0.004962197571131745,5374
problem,0.005764967061075178,1920,,featur,0.006707297076760318,664,,pressur,0.00744093544275878,456,,side,0.004743011233042985,2650
realli,0.0057570497013358195,2224,,storag,0.00649917080190955,633,,glue,0.007378794498750199,445,,includ,0.004453710998600186,1247
short,0.005739584216771572,2046,,box,0.006363916590367075,585,,cheap,0.00693735941038887,394,,get,0.004393672160849213,4572
keep,0.005722722712842585,2071,,pocket,0.006249907693916312,600,,materi,0.006930450370300944,389,,speaker,0.004361394009904706,771
pull,0.005660063404012776,1962,,provid,0.006124977667167155,617,,remov,0.006921448344438977,401,,around,0.004219101911576224,4694
clip,0.0055884934369167935,1971,,extens,0.0059323531794769745,569,,thin,0.0067642186591598975,485,,extra,0.004214178544994437,1225
length,0.0055151232201562025,2023,,perfectli,0.005500004899563605,520,,expos,0.006721870790470988,402,,apart,0.004122544748838245,701
enough,0.005325566705056159,1887,,hard,0.005362443348097088,666,,togeth,0.0063479169593473,394,,cup,0.004085050497567906,695
tangl,0.005260608752911107,1997,,style,0.005300560577602813,506,,complet,0.0059812883026932806,380,,snap,0.004073563773542837,840
feel,0.004998851930825702,1716,,white,0.005092385953979784,430,,two,0.005903617698356994,359,,littl,0.0038518897835518894,4079
hous,0.004952306773073294,1806,,handi,0.0048677879622864816,491,,fragil,0.005901233999581892,355,,black,0.003805859628030068,914
left,0.00476393404499705,1788,,keep,0.004690744757836998,468,,within,0.005789699915389285,330,,protect,0.0037665838767458634,1131
hold,0.00459724108975864,1661,,prefer,0.004663099064400639,483,,fell,0.005699099137615461,333,,tape,0.003753295123406128,632
much,0.00458470032060799,1832,,plu,0.004599610229158453,405,,cushion,0.005441922625716484,394,,ipod,0.003671982925464567,1053
jack,0.004552982005731896,1658,,sturdi,0.004583953731534804,423,,caus,0.0052736781038726635,320,,made,0.003595944788088114,1545
adjust,0.004526388313035199,1650,,free,0.004488565601426729,418,,screw,0.004839031341685994,280,,fold,0.003581588986443523,1379
wrap,0.004421190562701458,1577,,thick,0.0044539283987905685,402,,loos,0.004794849133385789,333,,start,0.0035477473819294316,634
Topic-1
br,0.5658434390020058,134023,,swag,0.09227676298085419,5979,,thi,0.06011433355910244,3099,,br,0.18861574403089607,134023
thi,0.010274539325055967,2822,,cabl,0.03371004665567013,2289,,review,0.03398630216471267,1729,,swag,0.030758998334618575,5979
con,0.009246936129160577,2203,,comfort,0.026508856983667662,1793,,wa,0.020071440821351004,1079,,thi,0.0234630351681643,5921
posit,0.008782344388876887,2130,,feel,0.023051634164886658,1562,,design,0.019165780090860066,966,,review,0.012666756379110185,2794
pro,0.008661625281992597,2085,,look,0.021217164883569613,1360,,would,0.011915378263361993,695,,cabl,0.011238584253328751,2289
like,0.007220165623963953,1536,,build,0.016887807566172655,1113,,two,0.009943004807472145,433,,design,0.010319280998720407,1745
use,0.006815955377626749,1564,,like,0.014703072649488747,1231,,product,0.009348766019218732,591,,comfort,0.008836605910102536,1793
qualiti,0.006247482660140952,1487,,pad,0.014377879348417309,886,,test,0.009320214042911508,533,,look,0.008237856859030241,2369
get,0.005664803717055423,1229,,design,0.011791640774128427,779,,model,0.009291350161870554,505,,feel,0.008182710807332962,1945
make,0.00537609644179955,1281,,bit,0.011019477350096486,1031,,rate,0.008091051693167768,438,,like,0.007308248561726538,2767
veri,0.0045174607696005075,955,,also,0.010911111232952164,712,,mani,0.0080016023744531,497,,wa,0.006694464644430699,1079
doe,0.004393373701695989,1077,,monster,0.010090508506136426,617,,experi,0.007817130702693803,514,,build,0.005630325656976846,1113
one,0.004260700543216227,860,,audio,0.009638065643096841,574,,howev,0.007450215420595679,423,,pro,0.0048396989090863434,2450
realli,0.004174534809158524,824,,plastic,0.009558640660567616,560,,least,0.006907776861079104,383,,pad,0.004792819122878716,886
review,0.004009661135338394,1065,,headband,0.008550878249490891,516,,differ,0.006841862869820978,490,,two,0.004408703352412695,674
much,0.003937496564232972,803,,still,0.00839957477376196,588,,may,0.006375841779821769,264,,bit,0.004340789482362949,1296
ani,0.0039117855108917595,1051,,cup,0.008083971305315534,508,,note,0.006298853756254131,304,,audio,0.004287760695144146,1447
say,0.003901309013430781,901,,made,0.007884354515228459,487,,read,0.0062166230923207414,309,,posit,0.0042561377951650685,2289
look,0.0034961197159261628,1009,,game,0.007857211040413684,482,,see,0.006182605343761737,403,,test,0.004104534982000997,689
better,0.003430860408994751,706,,soft,0.007843808022467471,561,,quot,0.005894506733310015,308,,would,0.003973377537630574,695
think,0.0032957902338860657,754,,solid,0.0074115865959081895,559,,perform,0.005832878044458309,339,,also,0.0036371567537408864,712
cord,0.003227425900921596,772,,isol,0.007401065248157663,526,,way,0.0057508668890237135,354,,monster,0.0033637742966701255,617
audio,0.003224453171313945,873,,top,0.007102715223583781,358,,result,0.005632207398578362,243,,plastic,0.0031864821015084948,560
star,0.0031462283381313797,832,,box,0.007045589052527624,451,,asin,0.005612666963325726,257,,product,0.0031168201051788406,591
seem,0.0030349606003955685,613,,signatur,0.006913031310735994,444,,frequenc,0.005341677945133044,273,,asin,0.0031027237391203287,522
updat,0.0030268325152257736,690,,well,0.006457028743802544,410,,less,0.005260347643661587,354,,model,0.0030972673025792988,505
go,0.0029674343142071214,677,,packag,0.00631398329197338,377,,base,0.00502339828353686,208,,con,0.003082737043034146,2203
high,0.002930683447546446,644,,built,0.006245174956894694,390,,simpli,0.004975615658346153,205,,may,0.0030461960538358665,909
give,0.002912940487082502,641,,metal,0.006189941704827073,365,,featur,0.004971384759257064,248,,come,0.00294861009502568,1073
take,0.0028629652473119503,650,,come,0.006165959618445547,414,,line,0.004551143626180343,218,,mani,0.0029445126970791703,500
find,0.0028290912852915657,776,,foam,0.006128571132985595,382,,user,0.004398462437633417,264,,headband,0.0028504052287964105,516
may,0.0027618217458313106,645,,black,0.006028277489195183,392,,found,0.004294676085571877,249,,see,0.002812518085978719,954
come,0.0026748149998178272,659,,ha,0.00593868726449796,366,,issu,0.004182413952133177,215,,still,0.0028000167819589848,588
side,0.0026694505825410257,683,,pro,0.0058570903985931955,365,,similar,0.004105862758887753,235,,experi,0.00276921513192904,514
includ,0.002663009221849893,650,,best,0.00562058909602853,274,,respons,0.004103625904119593,266,,ha,0.0027592927481959522,756
want,0.002661601046942819,661,,head,0.0055229971225913424,271,,write,0.0040714843034002,215,,rate,0.0027256339446540745,438
notic,0.002612835313053274,600,,leather,0.005329404415937769,347,,abov,0.004063441827144418,231,,differ,0.0027227186454219484,634
could,0.002559185114133716,542,,mic,0.005315121462360373,392,,current,0.0039992717158045055,252,,cup,0.0026951368182362196,508
right,0.0025336415651722537,599,,though,0.005163132468541901,295,,perhap,0.003958678751814697,216,,made,0.002628426607312774,487
peopl,0.002473267966115146,498,,flat,0.005120365969653209,329,,given,0.0039416387899396605,166,,game,0.002620118614377983,482
enough,0.0024473801911821897,543,,materi,0.00499233931388282,289,,place,0.003936972932106695,228,,soft,0.002614968280031078,562
around,0.0024240141008778702,530,,hd,0.004805034200196718,307,,due,0.0039129437165807005,206,,note,0.0025910446491011403,658
set,0.0023763996520101242,388,,control,0.004794672399956988,320,,provid,0.0038827413376671415,176,,signatur,0.0025799966852173705,492
nois,0.0023544757444170293,672,,cushion,0.004583556281891528,277,,posit,0.003833121754948621,159,,use,0.0025531057181760524,1564
ha,0.0023390011769641255,390,,brainwavz,0.004461786587184726,307,,mention,0.003787893837508474,124,,least,0.0025105443847676734,432
long,0.002333107413372017,595,,without,0.00441006189844736,188,,hope,0.003772582910199988,195,,howev,0.002484758252399506,423
might,0.002329988340859758,523,,tight,0.004283321082621508,249,,level,0.003763615362688144,118,,solid,0.002471422368272168,559
let,0.002320776988649467,491,,construct,0.004219980169746592,205,,three,0.003742619988597024,212,,isol,0.002469314388774692,526
big,0.00228185521568991,431,,heavi,0.004159707638241078,335,,follow,0.0037316665880664586,177,,top,0.0023872346355508544,358
need,0.0022717513887130034,633,,crossfad,0.004108785143933812,270,,addit,0.0036623628788560307,213,,box,0.0023648100292379347,451
Topic-2
